PID;DayCareType;Daycare_Name;Mailing_City;Mailing_State;Mailing_Address;Mailing_Zip;Telephone;URL;Capacity (optional);Age Range (optional);Match_Status;Match_Confidence;Matched_Provider_Name;Matched_Reason
2978661;Independent Center;E PROVIDENCE BOYS & GIRLS CLUB;East Providence;RI;115 Williams;02914;(401)434-6776;http://www.epbgc.org;;;not_found;45;Boys & Girls Club;Candidate did not meet the balanced city-plus-name acceptance threshold.
2982129;Independent Center;SPECIAL CARE;Oklahoma City;OK;12201 N Western Ave;73114;(405)752-5112;http://specialcareinc.org;184;6 w - 4 year 11 mo;exact_match;92;Special Care;Candidate name closely matches the cleaned daycare name in the same city.
2983769;Church/Synagogue;CALVARY CHILDREN'S CENTER;Naperville;IL;9S200;60564;(630)375-8700;https://www.ccsnaperville.org;;;not_found;45;Calvary Children's Center;Candidate did not meet the balanced city-plus-name acceptance threshold.
2985248;Independent Center;FOR CHILDREN ONLY DAY SCHOOL;Pearland;TX;2302 BROADWAY ST PEARLAND TX- 77581 6406;77581;(281)485-5364;https://www.ForChildrenOnlyDayschool.com;172;0 months - 6 years;exact_match;99;For Children Only Day School;Candidate name closely matches the cleaned daycare name in the same city.
2990774;College/University Based;CSUDH CHILDREN'S CENTER;Carson;CA;1000 E VICTORIA;90747;;;65;;not_found;45;ASI, INC. CSUDH CHILD DEVELOPMENT CENTER;Candidate did not meet the balanced city-plus-name acceptance threshold.
2995774;College/University Based;MIDLAND COLLEGE CHILD DEV CTR;Midland;TX;3600 N GARFIELD ST MIDLAND TX- 79705 6329;79705;(432)685-4574;https://www.midland.edu/services-resourc;85;0 months - 6 years;renamed_likely;99;Midland College Helen L Greathouse Childrens Center;City matched and the official/source record appears renamed but still has strong overlapping identity tokens.
3018109;Church/Synagogue;ST PAUL LUTHERAN CHILD CARE;Saint Joseph;MO;4715 Frederick;64506;(816)279-1115;https://www.splcc.org;;;not_found;45;St Paul Lutheran Child Care;Candidate did not meet the balanced city-plus-name acceptance threshold.
3026560;YMCA/YWCA;YWCA KEY PROGRAM;Lewiston;ME;;;;;;;not_found;0;;Skipped because this PID was previously recorded as a Google miss.
3031292;Church/Synagogue;HOLY SPIRIT CHILD CARE;Louisville;KY;3308 Richard Ave;40206;(502)893-0392;http://www.hspirit.org;165;24 mo - 13 year;exact_match;99;Holy Spirit Child Care;Candidate name closely matches the cleaned daycare name in the same city.
3038018;YMCA/YWCA;SPENCER FAMILY'S YMCA;Spencer;IA;1001 11th Ave W;51301;(712)262-3782;http://www.spencerymca.org;212;6 w - 12 year;renamed_likely;95;Spencer Family YMCA;City matched and the official/source record appears renamed but still has strong overlapping identity tokens.
3053604;Church/Synagogue;SOLEL PRE-SCHOOL;Scottsdale;AZ;6805 E Mcdonald Dr;85253;(480)991-4545;https://www.solelpreschool.org;248;;not_found;45;THE SOLEL SCHOOL - PRESCHOOL;Candidate did not meet the balanced city-plus-name acceptance threshold.
3078692;Independent Center;AMES CMTY PRE-SCH-NORTHMINSTER;Ames;IA;;;;;;;not_found;0;;Skipped because this PID was previously recorded as a Google miss.
3081948;College/University Based;KSU CHILD DEVELOPMENT CENTER;Manhattan;KS;1 Jardine;66506;(785)532-3700;http://www.k-state.edu;;;not_found;45;Kansas State University Center for Child Development;Candidate did not meet the balanced city-plus-name acceptance threshold.
3082435;Independent Center;WONDERKIDS;Warwick;RI;73 Alhambra;02886;(401)714-4945;http://wonderkidschildcare.com;;;not_found;45;WonderKids Early Learning Center of RI;Candidate did not meet the balanced city-plus-name acceptance threshold.
3083295;Church/Synagogue;FIRST KIDS SCH AGE CHLDHD CARE;Louisville;KY;7700 US-42;40241;;;127;0 mo - 14 year;renamed_likely;99;First Kids Early Childhood and School Age Care;City matched and the official/source record appears renamed but still has strong overlapping identity tokens.
3091890;Church/Synagogue;FIRST BAPTIST CHURCH OF BYRAM;Byram;MS;7541 S;39272;(601)372-3156;http://fbcbyram.org;;;not_found;45;First Baptist Church of Byram;Candidate did not meet the balanced city-plus-name acceptance threshold.
3097832;Church/Synagogue;CROSS GATES METH CHLDRN'S CTR;Brandon;MS;;;;;;;not_found;0;;Skipped because this PID was previously recorded as a Google miss.
3098472;Independent Center;TROY EARLY CHILD CARE CTR;Troy;IL;;;;;;;not_found;0;;Skipped because this PID was previously recorded as a Google miss.
3110604;Independent Center;CREATIVE KIDS LEARNING CTR;Las Vegas;NV;4855 W Pebble Rd;89139;;;;18 mo - 12 year;partial_match;99;Creative Kids (Blue Diamond);City matched and the provider name partially overlaps with supporting address/contact evidence.
3115783;Independent Center;ABC ACADEMY CHILD CARE DEV CTR;Jackson;MI;;;09666330253;http://abcchilddevelopmentcenter.in;;;not_found;45;ABC child development Center | Occupational|Speech|Behaviour|Autism center Suchitra circle;Candidate did not meet the balanced city-plus-name acceptance threshold.
3136579;Independent Center;MANDEL JEWISH CMTY CTR PRE-SCH;Beachwood;OH;;;;;;;not_found;0;;Skipped because this PID was previously recorded as a Google miss.
3147176;Church/Synagogue;SOUTHSIDE BAPT CHURCH DAY CARE;Florence;SC;1356 S;29505;;https://www.southsidenow.church;;;not_found;45;Southside Baptist Daycare Center;Candidate did not meet the balanced city-plus-name acceptance threshold.
3151218;Church/Synagogue;CORNERSTONE UN METH PRE-SCH;Houston;TX;;;;;;;not_found;0;;Skipped because this PID was previously recorded as a Google miss.
3152406;Independent Center;CAMP FIRE USA CHILD CARE CTR;Pensacola;FL;1814 Creighton;32504;(850)476-1760;http://www.campfirekidsfl.org;;;not_found;45;Camp Fire Gulf Wind, Inc.;Candidate did not meet the balanced city-plus-name acceptance threshold.
3161938;Montessori;KINDERNEST MONTESSORI SCHOOL;Fredericksbrg;TX;113 E;78624;(830)997-8939;https://holyghostfbg.org;;;not_found;45;Kindernest Montessori School;Candidate did not meet the balanced city-plus-name acceptance threshold.
3168649;Employer (Corporate) Sponsored;PAVILLARD LEARNING CENTER;Amarillo;TX;2404 W 45TH AVE AMARILLO TX- 79110 1742;79110;(806)352-5328;https://childrenslc.org;119;0 months - 6 years;exact_match;95;Pavillard Learning Center;Candidate name closely matches the cleaned daycare name in the same city.
3168900;Church/Synagogue;TRIUMPHANT LOVE LUTH CDC;Austin;TX;9508 GREAT HILLS TRL AUSTIN TX- 78759 6321;78759;(512)346-1323;https://TLLC.org;75;0 months - 6 years;renamed_likely;99;Triumphant Love Lutheran Child Development Center;City matched and the official/source record appears renamed but still has strong overlapping identity tokens.
3172640;Church/Synagogue;CORNERSTONE CC;Berkeley;CA;2407 DANA STREET;94704;(510)280-6126;http://cornerstonechildren.com;72;;not_found;45;CORNERSTONE CHILDREN'S CENTER;Candidate did not meet the balanced city-plus-name acceptance threshold.
3173852;Church/Synagogue;BRIGHT BEGINNINGS PRE-SCHOOL;Fort Myers;FL;8570 Cypress Lake Dr;33919;(239)433-2232;https://cypresslakeumc.com;153;;exact_match;99;Bright Beginnings Early School;Candidate name closely matches the cleaned daycare name in the same city.
3177004;Church/Synagogue;JCC EARLY CHILDHOOD LRNG CTR;Maitland;FL;;;;;;;not_found;0;;Skipped because this PID was previously recorded as a Google miss.
3181017;Church/Synagogue;KIDS FIRST;Bartlesville;OK;4715 Price Rd;74006;(918)336-8551;http://www.bartlesvillefirstchurch.com;105;0 mo - 12 year;exact_match;99;Kids First;Candidate name closely matches the cleaned daycare name in the same city.
3181665;Church/Synagogue;ABC BARN CHILDREN'S PLACE;La Mesa;CA;10842;91941;(619)670-3898;https://www.svlc.org;;;not_found;45;ABC Barn Children's Place Preschool;Candidate did not meet the balanced city-plus-name acceptance threshold.
3182009;Independent Center;DUCK'S NEST;Berkeley;CA;1411 Fourth;94710;(510)527-2331;http://www.ducksnestpreschool.com;;;not_found;45;Duck's Nest Preschool;Candidate did not meet the balanced city-plus-name acceptance threshold.
3183211;Independent Center;ORLEANS-NIAGARA BOCES ECC;Sanborn;NY;;;;;;;not_found;0;;Skipped because this PID was previously recorded as a Google miss.
3185324;Independent Center;LITTLE MUD PUDDLES LC;Fremont;CA;34072;94555;(510)791-6158;https://littlemudpuddles.com;;;not_found;45;Little Mud Puddles Learning Center;Candidate did not meet the balanced city-plus-name acceptance threshold.
3185946;Church/Synagogue;ST MARK'S PRE-SCHOOL/KIDZONE;Lincoln;NE;8550 Pioneers;68520;(402)489-6051;http://www.stmarks.org;;;not_found;45;St Mark's Kidzone Child Care;Candidate did not meet the balanced city-plus-name acceptance threshold.
3188675;Church/Synagogue;ROTHSCHILD EARLY CHLDHD CENTER;Syracuse;NY;450 Kimber;13224;(315)445-0049;http://www.rothschildearlychildhoodcenter.org;240;;not_found;45;Temple Adath Rothschild Early Childhood Center;Candidate did not meet the balanced city-plus-name acceptance threshold.
3190654;Independent Center;SCHENECTADY JEWISH CMTY CTR;Schenectady;NY;2565 Balltown Rd;12309;(518)377-8803;http://www.schenectadyjcc.org;270;0 mo - 12 year;renamed_likely;95;Schenectady Jewish Community Center Day Care;City matched and the official/source record appears renamed but still has strong overlapping identity tokens.
3190707;Independent Center;COBLESKILL CAMPUS CHILD CARE;Cobleskill;NY;132 Rensselaer Ave;12043;(518)255-5854;https://www.cobleskill.edu;108;;exact_match;99;Cobleskill Campus Child Care Center, Inc.;Candidate name closely matches the cleaned daycare name in the same city.
3191347;Independent Center;GREAT NECK COMMUNITY SCHOOL;Great Neck;NY;225 Schenck Ave;11021;(516)482-5005;http://www.gncommunityschool.org;82;;exact_match;99;Great Neck Community School;Candidate name closely matches the cleaned daycare name in the same city.
3193321;Independent Center;CANTERBURY CMTY NURSERY SCHOOL;Richmond;VA;601 North Parham Road;23229;(804)741-4118;http://www.canterburynurseryschool.org;135;1 year 4 months - 5 years 6 months;expanded_match;99;Canterbury Community Nursery School;Candidate matched one of the ranked expanded search-name variants.
3194739;Church/Synagogue;RIVER ROAD CHURCH PRE-SCHOOL;Richmond;VA;8000 River Road;23229;(804)282-4368;http://www.riverroadpreschool.org;176;1 year - 6 years 11 months;exact_match;99;River Road Church Preschool;Candidate name closely matches the cleaned daycare name in the same city.
3195616;Church/Synagogue;HOPE LUTHERAN PRE-SCHOOL;Daly City;CA;55 San;94015;(650)991-4673;https://www.hopedayschool.com;170;;partial_match;99;HOPE LUTHERAN DAYSCHOOL;City matched and the provider name partially overlaps with supporting address/contact evidence.
3205039;Independent Center;TLC EARLY LEARNING CENTER;Bloomington;MN;11000 France Ave S;55431;(888)291-9811;http://www.tlcelc.com;94;1 month - 13 years;exact_match;99;TLC Early Learning Center;Candidate name closely matches the cleaned daycare name in the same city.
3214274;YMCA/YWCA;PIEDMONT FAMILY YMCA;University;VA;1645 Cherry Avenue;22903;(434)282-4775;;200;4 years 10 months - 12 years 11 months;partial_match;99;Piedmont Family YMCA @ Tall Oaks Elementary;City matched and the provider name partially overlaps with supporting address/contact evidence.
3215785;Montessori;KID TOWN USA;South Gate;CA;13500 PARAMOUNT BLVD.;90280;(562)630-0400;http://www.kidtownusa.info;144;;exact_match;99;KID TOWN USA PRESCHOOL-MONTESSORI ACADEMY;Candidate name closely matches the cleaned daycare name in the same city.
3216002;Independent Center;MEETING HOUSE CHILD CARE CTR;Newton;MA;848 Beacon St;02459;(617)964-8145;http://www.meetinghousechildcare.com;54;2 mo - 4 year 11 mo;exact_match;99;Meeting House Child Care Center;Candidate name closely matches the cleaned daycare name in the same city.
3227520;Independent Center;SANDHILLS CHILDRENS CENTER;Rockingham;NC;108 Crow;28379;(910)997-7160;https://www.sandhillskids.com;;;not_found;45;Sandhills Childrens Center;Candidate did not meet the balanced city-plus-name acceptance threshold.
3237666;Employer (Corporate) Sponsored;GUILD OF SR AGNES CHILD CARE;Webster;MA;58 Bigelow;01570;(508)461-6556;http://www.guildofstagnes.org;;;not_found;45;Guild of St. Agnes;Candidate did not meet the balanced city-plus-name acceptance threshold.
3243744;Independent Center;GRACE GARDEN EDUCATION CTR;El Monte;CA;1423 New;91801;(626)281-1009;https://www.cde.ca.gov;;;not_found;45;Grace Garden Preschool;Candidate did not meet the balanced city-plus-name acceptance threshold.
3254822;Church/Synagogue;ST JOSEPH AFTER SCHOOL CARE;Jefferson City;MO;2303 W Main St;65109;;;;4 year - 4 year 11 mo;renamed_likely;95;St Joseph Cathedral School;City matched and the official/source record appears renamed but still has strong overlapping identity tokens.
3255620;YMCA/YWCA;SOUTH COUNTY YMCA DAY CARE;Saint Louis;MO;;;;;;;not_found;0;;Skipped because this PID was previously recorded as a Google miss.
3267752;Independent Center;THE YOUNG SCHOOL;Columbia;MD;8251 Tamar Drive;21045;(410)740-7476;https://www.youngschool.com;;;not_found;45;The Young School Early Education Program...;Candidate did not meet the balanced city-plus-name acceptance threshold.
3273608;Independent Center;KID'S OF CHATAM ORG KOCO;East Hampton;CT;12 Long;06424;(860)267-6080;http://www.koco4kids.org;;;not_found;45;KOCO Child Care Center;Candidate did not meet the balanced city-plus-name acceptance threshold.
3276648;Independent Center;BEGINNING SCHOOL;Tucson;AZ;4440 N;85718;(520)299-6066;https://thms.tusd1.org;52;;not_found;45;CREATIVE BEGINNINGS PRESCHOOL;Candidate did not meet the balanced city-plus-name acceptance threshold.
3277903;College/University Based;ST JOHN FISHER CLG CHILD CARE;Rochester;NY;;;;;;;not_found;0;;Skipped because this PID was previously recorded as a Google miss.
3280376;Independent Center;CAUGHLIN CLUB KIDS;Reno;NV;4100 Caughlin Pkwy;89519;(775)747-6072;http://www.caughlinkidz.com;;;renamed_likely;95;Caughlin Club Kidz;City matched and the official/source record appears renamed but still has strong overlapping identity tokens.
3283495;Independent Center;BELLEVUE COMMUNITY CENTER;Wilmington;DE;510 Duncan;19809;(302)762-1391;http://www.bellevuecc.org;;;not_found;45;Bellevue Community Center;Candidate did not meet the balanced city-plus-name acceptance threshold.
3288201;Independent Center;CORNERSTONE EARLY LRNG CENTER;Douglasville;GA;2424 Bomar;30135;(770)489-8068;http://www.cornerstoneelc.com;;;not_found;45;Cornerstone Early Learning Center;Candidate did not meet the balanced city-plus-name acceptance threshold.
3289889;Church/Synagogue;PEACHTREE RD LUTH PRE-SCH;Atlanta;GA;3686 Peachtree;30319;(404)233-1658;https://prlpreschool.com;;;not_found;45;Peachtree Road Lutheran Preschool;Candidate did not meet the balanced city-plus-name acceptance threshold.
3291167;YMCA/YWCA;NORTHEAST YMCA-CHILD DEV CTR;Louisville;KY;9400 Mill;40223;(502)425-1271;http://www.ymcalouisville.org;80;6 w - 4 year 11 mo;renamed_likely;95;Northeast Family YMCA Child Development Center;City matched and the official/source record appears renamed but still has strong overlapping identity tokens.
3296480;Independent Center;BROOKER MEMORIAL CC & LRNG CTR;Torrington;CT;;;;;;;not_found;0;;Skipped because this PID was previously recorded as a Google miss.
3299195;College/University Based;WOODSIDE CHILDREN'S CENTER;Amherst;MA;155 Woodside;01002;(413)253-2604;http://www.woodsidechildrenscenter.org;;;not_found;45;Woodside Children's Center;Candidate did not meet the balanced city-plus-name acceptance threshold.
3300225;;BOYS & GIRLS CLUB-BERKSHIRES;Pittsfield;MA;16 Melville;01201;(413)448-8258;http://www.bgcberkshires.org;141;2 year 9 mo - 14 year;renamed_likely;99;Boys' & Girls' Club Children's Center;City matched and the official/source record appears renamed but still has strong overlapping identity tokens.
3304867;Independent Center;FAIR ACRES COUNTRY DAY SCHOOL;Marstons Mls;MA;;;;;;;not_found;0;;Skipped because this PID was previously recorded as a Google miss.
3307558;College/University Based;CAMPUS KINDER HAUS;Quincy;MA;162 Old Colony Ave;02170;(617)328-5530;https://ckhquincy.com;204;2 year 9 mo - 4 year 11 mo;exact_match;99;Campus Kinder Haus;Candidate name closely matches the cleaned daycare name in the same city.
3307649;Independent Center;GREATER QUINCY CHILD CARE CTR;Quincy;MA;859 Willard St;02169;(617)773-8386;http://greaterquincychildcare.com;88;2 mo - 7 year;exact_match;99;Greater Quincy Child Care Center;Candidate name closely matches the cleaned daycare name in the same city.
3313545;Hospital Centers;HOSP TOTS CHILD DEV CTR;Columbia;TN;1219 Trotwood;38401;(931)380-2920;https://childrensacademytn.com;;;not_found;45;The Children's Academy at Hospi-Tots;Candidate did not meet the balanced city-plus-name acceptance threshold.
3342039;Other Chains;KIDDIE KOLLEGE-OVERLAND PARK;Overland Park;KS;;;;;;;not_found;0;;Skipped because this PID was previously recorded as a Google miss.
3343643;Independent Center;NOAH'S ARK CHILD CARE CENTER;Manchester;NH;491 E Industrial Park Dr;03109;(603)669-7990;http://www.noahsarknh.org;175;6 w - 12 year;exact_match;99;Noah's Ark Child Care Center;Candidate name closely matches the cleaned daycare name in the same city.
